1014.42489,0.25616
1010.56776,0.25736
1006.71063,0.25841
1002.85350,0.25962
998.99637,0.26095
995.13925,0.26218
991.28212,0.26368
987.42499,0.26573
983.56786,0.26813
979.71073,0.27046
975.85360,0.27235
971.99647,0.27410
968.13934,0.27629
964.28221,0.27880
960.42509,0.28132
956.56796,0.28377
952.71083,0.28600
948.85370,0.28819
944.99657,0.29071
941.13944,0.29349
937.28231,0.29605
933.42518,0.29811
929.56805,0.29986
925.71093,0.30169
921.85380,0.30392
917.99667,0.30643
914.13954,0.30880
910.28241,0.31079
906.42528,0.31261
902.56815,0.31451
898.71102,0.31642
894.85390,0.31846
890.99677,0.32086
887.13964,0.32335
883.28251,0.32569
879.42538,0.32824
875.56825,0.33106
871.71112,0.33390
867.85399,0.33674
863.99686,0.33972
860.13974,0.34282
856.28261,0.34583
852.42548,0.34880
848.56835,0.35173
844.71122,0.35460
840.85409,0.35760
836.99696,0.36068
833.13983,0.36368
829.28270,0.36702
825.42558,0.37066
821.56845,0.37399
817.71132,0.37701
813.85419,0.37992
809.99706,0.38259
806.13993,0.38507
802.28280,0.38789
798.42567,0.39119
794.56854,0.39463
790.71142,0.39798
786.85429,0.40106
782.99716,0.40413
779.14003,0.40756
775.28290,0.41106
771.42577,0.41435
767.56864,0.41766
763.71151,0.42115
759.85439,0.42466
755.99726,0.42820
752.14013,0.43153
748.28300,0.43467
744.42587,0.43820
740.56874,0.44194
736.71161,0.44542
732.85448,0.44876
728.99735,0.45216
725.14023,0.45551
721.28310,0.45877
717.42597,0.46201
713.56884,0.46528
709.71171,0.46852
705.85458,0.47172
701.99745,0.47511
698.14032,0.47849
694.28319,0.48138
690.42607,0.48397
686.56894,0.48678
682.71181,0.48988
678.85468,0.49305
674.99755,0.49558
671.14042,0.49709
667.28329,0.49924
663.42616,0.50273
659.56903,0.50579
655.71191,0.50821
651.85478,0.51055
647.99765,0.51298
644.14052,0.51548
640.28339,0.51771
636.42626,0.51977
632.56913,0.52211
628.71200,0.52426
624.85488,0.52590
620.99775,0.52704
617.14062,0.52742
613.28349,0.52795
609.42636,0.52885
605.56923,0.52873
601.71210,0.52682
597.85497,0.52318
593.99784,0.51790
590.14072,0.51079
586.28359,0.50143
582.42646,0.48816
578.56933,0.46926
574.71220,0.44646
570.85507,0.42354
566.99794,0.40208
563.14081,0.38130
559.28368,0.36090
555.42656,0.34172
551.56943,0.31998
547.71230,0.29486
543.85517,0.27448
539.99804,0.25930
536.14091,0.24067
532.28378,0.21927
528.42665,0.20210
524.56952,0.19050
520.71240,0.17960
516.85527,0.16999
512.99814,0.16238
509.14101,0.15279
505.28388,0.14558
501.42675,0.14255
497.56962,0.13912
